Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win JMU,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover JMU,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win JMU,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover JMU,BS Outcome - New BS DUKE,BS Outcome - New BS JMU,Ball Start,Circle Entry,From Zone DUKE,From Zone JMU,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type JMU,To Zone DUKE,To Zone JMU,Ungrouped,Notes,Flags
Duke vs JMU,1004.9255110923318,0.0,Labels,177,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1007.0157155319981,0.0,Labels,178,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1008.3846662729983,0.0,Labels,179,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1009.5701486746661,0.0,Labels,180,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,1012.3886951419993,0.0,Labels,181, ,,,,,,,,,,,,,,,Middle,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1019.745686282,0.0,Labels,182,,,,,,,,,,,,,,,,,,From A25 JMU,,CE JMU,ACE-0 JMU,,,,,,,,,,To Circle JMU,,,,
Duke vs JMU,1022.0568778443337,0.0,Labels,183,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1024.966644534999,0.0,Labels,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs JMU,1031.371516425,0.0,Labels,185,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1046.3416393623338,0.0,Labels,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,1055.017816590998,0.0,Labels,187,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1057.809252188667,0.0,Labels,188,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1068.1131086976652,0.0,Labels,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1070.4954749803312,0.0,Labels,190,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1071.926938687333,0.0,Labels,191,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1073.861596507666,0.0,Labels,192,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1080.528422443,0.0,Labels,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,1253.913581121,0.0,Labels,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,1265.7862043323325,0.0,Labels,195,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1268.286795401333,0.0,Labels,196,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1276.698341695333,0.0,Labels,197,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1280.2509489019997,0.0,Labels,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs JMU,1284.006494100666,0.0,Labels,199, ,,,,,,,,,,,,,,,Left,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1291.7193878426672,0.0,Labels,200,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs JMU,1300.0271320273325,0.0,Labels,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs JMU,1301.0232176183326,0.0,Labels,202,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs JMU,1307.034050579332,0.0,Labels,203,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1312.3691140339995,0.0,Labels,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 JMU,", ",,
Duke vs JMU,1316.1055529223333,0.0,Labels,205,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1321.2349851280007,0.0,Labels,206,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1322.2983897699996,0.0,Labels,207,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,1327.037025569998,0.0,Labels,208,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs JMU,1333.710082154334,0.0,Labels,209,,,,,,,,,,,,,,,,,From A25 DUKE,,,"CE DUKE, PC Win DUKE",,,,,,,,,,,To Circle DUKE,,,,
Duke vs JMU,1372.3190686106652,0.0,Labels,210,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs JMU,1387.6560554469988,0.0,Labels,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC DUKE,,,,", ",,
Duke vs JMU,1389.2776580726656,0.0,Labels,212,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs JMU,1400.6050587559998,0.0,Labels,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs JMU,1403.683960878666,0.0,Labels,214, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1405.5364000149993,0.0,Labels,215,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs JMU,1407.6896281836646,0.0,Labels,216,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1409.2597641593336,0.0,Labels,217,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1410.962991198666,0.0,Labels,218,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1414.2624417046661,0.0,Labels,219,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,1420.5949365923332,0.0,Labels,220, ,,,,,,,,,,,,,,,Middle,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1430.5258912699994,0.0,Labels,221,,,,,,,,,,,,,,,,,,From A25 JMU,,"Shot JMU, CE JMU, Chance JMU",,,,,,,,,,,To Circle JMU,,,,
Duke vs JMU,1431.8425452959996,0.0,Labels,222,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1435.8209986159993,0.0,Labels,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs JMU,1444.1878886239983,0.0,Labels,224,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1451.170698717333,0.0,Labels,225,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1453.1479406146661,0.0,Labels,226,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1465.6150248300003,0.0,Labels,227,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1468.2537202529993,0.0,Labels,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs JMU,1477.6701914893338,0.0,Labels,229,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs JMU,1481.161340790334,0.0,Labels,230,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1482.5570381439993,0.0,Labels,231,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1486.2934688216658,0.0,Labels,232,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1488.2567666166667,0.0,Labels,233,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,1490.4118452896666,0.0,Labels,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs JMU,1491.7831607356654,0.0,Labels,235,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1493.1694239469994,0.0,Labels,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1502.871464564666,0.0,Labels,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1505.9774076203337,0.0,Labels,238,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1508.0286585726658,0.0,Labels,239,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1512.236254118665,0.0,Labels,240,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1513.3543381973323,0.0,Labels,241,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,1522.0595550073315,0.0,Labels,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs JMU,1524.4817373970004,0.0,Labels,243,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1534.3663109136648,0.0,Labels,244,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1536.1682460479983,0.0,Labels,245,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1546.1869962899993,0.0,Labels,246,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1548.8894442569986,0.0,Labels,247,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1550.4174738166662,0.0,Labels,248,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,1553.5208233699993,0.0,Labels,249,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1554.896761343333,0.0,Labels,250,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1561.6766663083326,0.0,Labels,251,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1565.8998199539985,0.0,Labels,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs JMU,1573.236842831,0.0,Labels,253,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1575.4311736023315,0.0,Labels,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 JMU,", ",,
Duke vs JMU,1581.6435245119994,0.0,Labels,255,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1587.4150893873332,0.0,Labels,256,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1589.8367755723332,0.0,Labels,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs JMU,1595.0399700206672,0.0,Labels,258,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1604.0555345979988,0.0,Labels,259,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,1605.9683717363337,0.0,Labels,260,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1609.0215510539988,0.0,Labels,261,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1610.6928869243325,0.0,Labels,262,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1611.7885583353313,0.0,Labels,263,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,1616.8520848549983,0.0,Labels,264, ,,,,,,,,,,,,,,,Right,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1620.6411423509996,0.0,Labels,265,,,,,,,,,,,,,,,,,,From A25 JMU,,CE JMU,ACE-0 JMU,,,,,,,,,,To Circle JMU,,,,
Duke vs JMU,1623.0494208556665,0.0,Labels,266,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1628.1431664173326,0.0,Labels,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs JMU,1642.3807830626642,0.0,Labels,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs JMU,1645.5773795853333,0.0,Labels,269,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1647.0473375206673,0.0,Labels,270,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1651.7308539043313,0.0,Labels,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 JMU,", ",,
Duke vs JMU,1662.5914775503331,0.0,Labels,272,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1666.552304526,0.0,Labels,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1669.679578850332,0.0,Labels,274,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1673.8539923883336,0.0,Labels,275,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,1675.9239155333323,0.0,Labels,276, ,,,,,,,,,,,,,,,Middle,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1678.3818252093326,0.0,Labels,277,,,,,,,,,,,,,,,,,,From A25 JMU,,CE JMU,ACE-0 JMU,,,,,,,,,,To Circle JMU,,,,
Duke vs JMU,1680.3058465436657,0.0,Labels,278,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1683.212595640332,0.0,Labels,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs JMU,1685.614588684333,0.0,Labels,280,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1694.341851268,0.0,Labels,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,1701.2393400546657,0.0,Labels,282,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1707.6566620743315,0.0,Labels,283,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1711.9055659739986,0.0,Labels,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1715.3477268030001,0.0,Labels,285,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1728.8762717833338,0.0,Labels,286,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1739.691129580666,0.0,Labels,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1742.8272487853324,0.0,Labels,288,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,1746.0184327959992,0.0,Labels,289,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1748.8295691409992,0.0,Labels,290,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1756.0688440896658,0.0,Labels,291,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1757.6264234456655,0.0,Labels,292,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1763.6883853836657,0.0,Labels,293,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1766.6922669923317,0.0,Labels,294,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1768.6299513919985,0.0,Labels,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,1777.2775416326658,0.0,Labels,296,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,1778.7356813473327,0.0,Labels,297,,,,,,,,,,,,,,,,,,From AMid JMU,,"CE JMU, PC Win JMU",,,,,,,,,,,To Circle JMU,,,,
Duke vs JMU,1840.0194669846653,0.0,Labels,298,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs JMU,1853.1036085386663,0.0,Labels,299,,,,,,,,,,,,,,,,,,,PC,", Goal JMU",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs JMU,1890.8923368709995,0.0,Labels,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,1895.698311621,0.0,Labels,301,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1898.7459653456676,0.0,Labels,302,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1910.644557558333,0.0,Labels,303,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,1913.3573387059998,0.0,Labels,304,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1917.868105419667,0.0,Labels,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,1920.9973461986663,0.0,Labels,306,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1922.668420701999,0.0,Labels,307,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1924.3575559373328,0.0,Labels,308,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1925.8978384739994,0.0,Labels,309,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1927.4139937436662,0.0,Labels,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,1943.9209225043332,0.0,Labels,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,1946.867713446666,0.0,Labels,312,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,1948.8792434993325,0.0,Labels,313,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,1957.6357816096659,0.0,Labels,314,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,1958.7834343473326,0.0,Labels,315,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1962.9677512926667,0.0,Labels,316,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1982.5080186616653,0.0,Labels,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,1987.0378818266665,0.0,Labels,318,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1990.536348759332,0.0,Labels,319,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,1995.0041067179995,0.0,Labels,320,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,1998.8760159273315,0.0,Labels,321,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,2012.3072477456653,0.0,Labels,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,2019.226120083,0.0,Labels,323,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,2026.2430699176657,0.0,Labels,324,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2027.5962091016659,0.0,Labels,325,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,2032.3565495153327,0.0,Labels,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,2048.9327957663318,0.0,Labels,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid JMU,", ",,
Duke vs JMU,2054.004036951666,0.0,Labels,328,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To D25 JMU,,,
Duke vs JMU,2058.942045539999,0.0,Labels,329,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,2061.3179915979986,0.0,Labels,330,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,2064.8785519143325,0.0,Labels,331,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2065.8936491889986,0.0,Labels,332,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,2081.8288536906653,0.0,Labels,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,2090.0114724606665,0.0,Labels,334,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,2102.527474774332,0.0,Labels,335,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,2110.340538045998,0.0,Labels,336,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,2115.7344209146654,0.0,Labels,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs JMU,2118.2723249679993,0.0,Labels,338,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs JMU,2124.014428110665,0.0,Labels,339,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2126.8420694293327,0.0,Labels,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 JMU,", ",,
Duke vs JMU,2139.813686006999,0.0,Labels,341,,,,,,,,,,,,,,,,,,From D25 JMU,,,,,,,,,,,,,,To DMid JMU,,,
Duke vs JMU,2148.2222663079997,0.0,Labels,342,,,,,,,,,,,,,,,,,,From DMid JMU,,,,,,,,,,,,,,To AMid JMU,,,
Duke vs JMU,2153.6158862389975,0.0,Labels,343,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,2155.204450198665,0.0,Labels,344,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,2162.0905744526644,0.0,Labels,345,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2168.6976432669985,0.0,Labels,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 JMU,", ",,
Duke vs JMU,2177.892778466333,0.0,Labels,347,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,2178.939544065999,0.0,Labels,348,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,2181.3537197256674,0.0,Labels,349,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2185.9889912113335,0.0,Labels,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid JMU,", ",,
Duke vs JMU,2194.0381434173323,0.0,Labels,351,,,,,,,,,,,,,,,,,,From AMid JMU,,,,,,,,,,,,,,To A25 JMU,,,
Duke vs JMU,2198.9027595523326,0.0,Labels,352,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,,,,,
Duke vs JMU,2200.4982595719994,0.0,Labels,353,,,,,,,,,,,,,,,,,,From A25 JMU,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs JMU,2209.8767599553325,0.0,Labels,354,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs JMU,2221.869071533999,0.0,Labels,355,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs JMU,2227.503835015665,0.0,Labels,356, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs JMU,2233.4221943906664,0.0,Labels,357,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
